frequency,raw
621.780457,93.471
626.286133,93.523
630.824463,93.574
635.395691,93.626
640.0,93.678
644.637695,93.73
649.309021,93.783
654.01416,93.836
658.753418,93.89
663.527039,93.944
668.335205,93.999
673.178284,94.053
678.056396,94.106
682.969849,94.158
687.918945,94.209
692.90387,94.259
697.924927,94.306
702.982422,94.353
708.076477,94.398
713.20752,94.441
718.375732,94.483
723.58136,94.524
728.824707,94.563
734.106079,94.6
739.42572,94.635
744.783936,94.669
750.180908,94.701
755.617065,94.732
761.092529,94.76
766.607727,94.787
772.162903,94.812
777.758301,94.834
783.394287,94.854
789.071045,94.872
794.789001,94.887
800.54834,94.899
806.349487,94.909
812.192627,94.916
818.078125,94.921
824.006226,94.922
829.977295,94.921
835.991699,94.916
842.049622,94.909
848.151428,94.899
854.297485,94.885
860.488098,94.869
866.723572,94.849
873.004211,94.826
879.330322,94.801
885.702332,94.772
892.120483,94.741
898.585144,94.706
905.09668,94.67
911.655396,94.63
918.261597,94.589
924.91571,94.546
931.618042,94.5
938.368896,94.454
945.168762,94.406
952.017822,94.358
958.916504,94.309
965.865234,94.26
972.864319,94.212
979.914062,94.164
987.014954,94.117
994.167236,94.072
1001.371399,94.028
1008.627747,93.987
1015.936646,93.949
1023.298584,93.913
1030.713867,93.88
1038.182739,93.849
1045.705933,93.821
1053.283447,93.793
1060.916016,93.767
1068.603882,93.742
1076.347412,93.719
1084.147095,93.697
1092.003296,93.677
1099.916382,93.661
1107.886841,93.649
1115.915039,93.641
1124.001343,93.637
1132.146362,93.637
1140.350342,93.638
1148.61377,93.639
1156.937134,93.637
1165.320801,93.631
1173.765137,93.615
1182.270752,93.586
1190.838013,93.541
1199.467285,93.477
1208.15918,93.393
1216.91394,93.292
1225.732178,93.181
1234.61438,93.068
1243.560913,92.963
1252.572266,92.872
1261.648926,92.8
1270.791382,92.748
1280.0,92.713
1289.275391,92.693
1298.618042,92.686
1308.02832,92.687
1317.506836,92.694
1327.054077,92.704
1336.67041,92.717
1346.356567,92.729
1356.112793,92.743
1365.939697,92.756
1375.837891,92.769
1385.807739,92.781
1395.849854,92.795
1405.964844,92.809
1416.152954,92.824
1426.415039,92.842
1436.751465,92.863
1447.16272,92.888
1457.649414,92.918
1468.212158,92.952
1478.85144,92.991
1489.567871,93.036
1500.361816,93.085
1511.234131,93.14
1522.185059,93.2
1533.215454,93.266
1544.325806,93.337
1555.516602,93.413
1566.788574,93.494
1578.14209,93.581
1589.578003,93.672
1601.09668,93.768
1612.698975,93.866
1624.385254,93.965
1636.15625,94.064
1648.012451,94.16
1659.95459,94.252
1671.983398,94.336
1684.099243,94.411
1696.302856,94.475
1708.594971,94.527
1720.976196,94.565
1733.447144,94.592
1746.008423,94.608
1758.660645,94.615
1771.404663,94.614
1784.240967,94.607
1797.170288,94.596
1810.193359,94.582
1823.310791,94.565
1836.523193,94.547
1849.831421,94.527
1863.236084,94.508
1876.737793,94.488
1890.337524,94.469
1904.035645,94.45
1917.833008,94.433
1931.730469,94.417
1945.728638,94.402
1959.828125,94.389
1974.029907,94.377
1988.334473,94.367
2002.742798,94.36
2017.255493,94.354
2031.873291,94.35
2046.597168,94.348
2061.427734,94.349
2076.365479,94.353
2091.411865,94.362
2106.566895,94.376
2121.832031,94.396
2137.207764,94.421
2152.694824,94.453
2168.294189,94.491
2184.006592,94.535
2199.832764,94.586
2215.773682,94.644
2231.830078,94.709
2248.002686,94.783
2264.292725,94.865
2280.700684,94.953
2297.227539,95.046
2313.874268,95.141
2330.641602,95.236
2347.530273,95.328
2364.541504,95.416
2381.676025,95.498
2398.93457,95.576
2416.318359,95.649
2433.827881,95.718
2451.464355,95.784
2469.22876,95.847
2487.121826,95.907
2505.144531,95.966
2523.297852,96.024
2541.582764,96.082
2560.0,96.139
2578.550781,96.198
2597.236084,96.257
2616.056641,96.317
2635.013672,96.379
2654.108154,96.444
2673.34082,96.513
2692.713135,96.587
2712.225586,96.668
2731.879395,96.757
2751.675781,96.859
2771.615479,96.975
2791.699707,97.105
2811.929688,97.248
2832.305908,97.398
2852.830078,97.547
2873.50293,97.685
2894.325439,97.801
2915.298828,97.889
2936.424316,97.945
2957.702881,97.968
2979.135742,97.963
3000.723633,97.933
3022.468262,97.886
3044.370117,97.827
3066.430908,97.76
3088.651611,97.689
3111.033203,97.615
3133.577148,97.538
3156.28418,97.457
3179.156006,97.37
3202.193359,97.278
3225.397949,97.178
3248.770508,97.071
3272.3125,96.956
3296.024902,96.833
3319.90918,96.703
3343.966797,96.567
3368.198486,96.423
3392.605713,96.272
3417.189941,96.114
3441.952393,95.951
3466.894287,95.784
3492.016846,95.614
3517.321289,95.442
3542.809326,95.269
3568.481934,95.094
3594.340576,94.916
3620.386719,94.733
3646.621582,94.541
3673.046387,94.34
3699.662842,94.128
3726.472168,93.906
3753.475586,93.678
3780.675049,93.447
3808.071289,93.221
3835.666016,93.004
3863.460938,92.804
3891.457275,92.625
3919.65625,92.471
3948.059814,92.34
3976.668945,92.23
4005.485596,92.135
4034.510986,92.051
4063.746582,91.971
4093.194336,91.89
4122.855469,91.799
4152.730957,91.694
4182.82373,91.569
4213.133789,91.421
4243.664062,91.249
4274.415527,91.055
4305.389648,90.841
4336.588379,90.608
4368.013184,90.354
4399.665527,90.074
4431.547363,89.764
4463.660156,89.421
4496.005371,89.044
4528.585449,88.641
4561.401367,88.228
4594.455078,87.828
4627.748535,87.476
4661.283203,87.217
4695.060547,87.096
4729.083008,87.152
4763.352051,87.406
4797.869141,87.849
4832.636719,88.452
4867.655762,89.17
4902.928711,89.956
4938.45752,90.77
4974.243652,91.578
5010.289062,92.356
5046.595703,93.089
5083.165527,93.764
5120.0,94.374
5157.101562,94.914
5194.472168,95.383
5232.113281,95.779
5270.027344,96.102
5308.216309,96.355
5346.681641,96.542
5385.42627,96.668
5424.451172,96.739
5463.758789,96.764
5503.351562,96.752
5543.230957,96.713
5583.399414,96.657
5623.859375,96.594
5664.611816,96.532
5705.660156,96.48
5747.005859,96.443
5788.650879,96.426
5830.597656,96.43
5872.848633,96.453
5915.405762,96.489
5958.271484,96.529
6001.447266,96.559
6044.936523,96.564
6088.740234,96.531
6132.861816,96.446
6177.303223,96.304
6222.066406,96.101
6267.154297,95.837
6312.568359,95.514
6358.312012,95.135
6404.386719,94.706
6450.795898,94.233
6497.541016,93.724
6544.625,93.187
6592.049805,92.633
