frequency,raw
9665.273438,93.616
9735.311523,93.363
9805.857422,93.13
9876.915039,92.917
9948.487305,92.725
10020.57813,92.552
10093.19141,92.398
10166.33106,92.263
10240.0,92.146
10314.20313,92.044
10388.94434,91.957
10464.22656,91.882
10540.05469,91.818
10616.43262,91.764
10693.36328,91.719
10770.85254,91.685
10848.90234,91.663
10927.51758,91.658
11006.70313,91.674
11086.46191,91.72
11166.79883,91.801
11247.71875,91.923
11329.22363,92.088
11411.32031,92.293
11494.01172,92.532
11577.30176,92.793
11661.19531,93.064
11745.69727,93.331
11830.81152,93.577
11916.54297,93.791
12002.89453,93.959
12089.87305,94.073
12177.48047,94.129
12265.72363,94.123
12354.60645,94.06
12444.13281,93.946
12534.30859,93.79
12625.13672,93.601
12716.62402,93.391
12808.77344,93.168
12901.5918,92.938
12995.08203,92.708
13089.25,92.483
13184.09961,92.264
13279.63672,92.053
13375.86719,91.848
13472.79395,91.649
13570.42285,91.456
13668.75977,91.271
13767.80957,91.099
13867.57715,90.947
13968.06738,90.823
14069.28516,90.736
14171.23731,90.689
14273.92773,90.683
14377.36231,90.715
14481.54688,90.775
14586.48633,90.853
14692.18555,90.936
14798.65137,91.016
14905.88867,91.086
15013.90234,91.143
15122.7002,91.186
15232.28516,91.216
15342.66406,91.233
15453.84375,91.234
15565.8291,91.215
15678.625,91.168
15792.23926,91.08
15906.67578,90.942
16021.94238,90.745
16138.04395,90.489
16254.98633,90.181
16372.77734,89.832
16491.42188,89.444
16610.92383,89.008
16731.29492,88.51
16852.53516,87.941
16974.65625,87.303
17097.66211,86.604
17221.55859,85.859
17346.35352,85.084
17472.05273,84.297
17598.66211,83.516
17726.18945,82.758
17854.64063,82.039
17984.02148,81.369
18114.3418,80.756
18245.60547,80.202
18377.82031,79.706
18510.99414,79.263
18645.13281,78.874
18780.24219,78.552
18916.33203,78.326
19053.4082,78.234
19191.47656,78.305
19330.54688,78.539
19470.62305,78.901
19611.71484,79.328
19753.83008,79.743
19896.97461,80.07
