frequency,raw
3392.605713,98.563
3417.189941,98.427
3441.952393,98.286
3466.894287,98.142
3492.016846,97.997
3517.321289,97.851
3542.809326,97.706
3568.481934,97.559
3594.340576,97.411
3620.386719,97.258
3646.621582,97.098
3673.046387,96.93
3699.662842,96.751
3726.472168,96.564
3753.475586,96.372
3780.675049,96.178
3808.071289,95.989
3835.666016,95.81
3863.460938,95.648
3891.457275,95.507
3919.65625,95.389
3948.059814,95.294
3976.668945,95.218
4005.485596,95.156
4034.510986,95.103
4063.746582,95.052
4093.194336,94.996
4122.855469,94.931
4152.730957,94.848
4182.82373,94.743
4213.133789,94.613
4243.664062,94.458
4274.415527,94.279
4305.389648,94.078
4336.588379,93.857
4368.013184,93.613
4399.665527,93.343
4431.547363,93.041
4463.660156,92.704
4496.005371,92.334
4528.585449,91.937
4561.401367,91.529
4594.455078,91.134
4627.748535,90.788
4661.283203,90.534
4695.060547,90.417
4729.083008,90.477
4763.352051,90.732
4797.869141,91.175
4832.636719,91.775
4867.655762,92.489
4902.928711,93.271
4938.45752,94.081
4974.243652,94.886
5010.289062,95.662
5046.595703,96.393
5083.165527,97.068
5120.0,97.678
5157.101562,98.22
5194.472168,98.691
5232.113281,99.09
5270.027344,99.417
5308.216309,99.676
5346.681641,99.869
5385.42627,100.001
5424.451172,100.081
5463.758789,100.115
5503.351562,100.113
5543.230957,100.085
5583.399414,100.041
5623.859375,99.99
5664.611816,99.942
5705.660156,99.903
5747.005859,99.881
5788.650879,99.877
5830.597656,99.895
5872.848633,99.932
5915.405762,99.981
5958.271484,100.033
6001.447266,100.075
6044.936523,100.091
6088.740234,100.066
6132.861816,99.991
6177.303223,99.857
6222.066406,99.661
6267.154297,99.405
6312.568359,99.089
6358.312012,98.717
6404.386719,98.295
6450.795898,97.828
6497.541016,97.325
6544.625,96.794
6592.049805,96.245
6639.818359,95.687
6687.933594,95.131
6736.396973,94.586
6785.211426,94.061
6834.379883,93.565
6883.904785,93.105
6933.788574,92.69
6984.033691,92.325
7034.642578,92.021
7085.618652,91.785
7136.963867,91.63
7188.681152,91.562
7240.773438,91.588
7293.243164,91.708
7346.092773,91.917
7399.325684,92.205
7452.944336,92.56
7506.951172,92.968
7561.350098,93.413
7616.142578,93.879
7671.332031,94.351
7726.921875,94.816
7782.914551,95.259
7839.3125,95.666
7896.119629,96.025
7953.337891,96.323
8010.971191,96.55
8069.021973,96.694
8127.493164,96.748
8186.388672,96.704
8245.710938,96.562
8305.461914,96.323
8365.647461,95.997
8426.267578,95.599
8487.328125,95.154
8548.831055,94.696
8610.779297,94.261
8673.176758,93.884
8736.026367,93.585
8799.331055,93.368
8863.094727,93.218
8927.320312,93.109
8992.010742,93.014
9057.170898,92.911
9122.802734,92.788
9188.910156,92.642
9255.49707,92.475
9322.566406,92.299
9390.121094,92.123
9458.166016,91.962
9526.704102,91.828
9595.738281,91.728
9665.273438,91.668
9735.311523,91.644
9805.857422,91.653
9876.915039,91.684
9948.487305,91.729
10020.57813,91.78
10093.19141,91.83
10166.33106,91.876
10240.0,91.913
10314.20313,91.934
10388.94434,91.932
10464.22656,91.897
10540.05469,91.817
10616.43262,91.68
10693.36328,91.473
10770.85254,91.189
10848.90234,90.825
10927.51758,90.383
11006.70313,89.876
11086.46191,89.319
11166.79883,88.732
11247.71875,88.13
11329.22363,87.527
11411.32031,86.932
11494.01172,86.352
11577.30176,85.804
11661.19531,85.321
11745.69727,84.961
11830.81152,84.812
11916.54297,84.957
12002.89453,85.425
12089.87305,86.165
12177.48047,87.066
12265.72363,88.015
12354.60645,88.93
12444.13281,89.764
12534.30859,90.5
12625.13672,91.133
12716.62402,91.667
12808.77344,92.107
12901.5918,92.453
12995.08203,92.704
13089.25,92.853
13184.09961,92.893
13279.63672,92.821
13375.86719,92.634
13472.79395,92.34
13570.42285,91.952
13668.75977,91.488
13767.80957,90.971
13867.57715,90.424
13968.06738,89.862
14069.28516,89.293
14171.23731,88.711
14273.92773,88.104
14377.36231,87.466
14481.54688,86.801
14586.48633,86.137
14692.18555,85.518
14798.65137,85.0
14905.88867,84.635
15013.90234,84.449
15122.7002,84.433
15232.28516,84.549
15342.66406,84.746
15453.84375,84.977
15565.8291,85.207
15678.625,85.412
15792.23926,85.576
15906.67578,85.695
16021.94238,85.776
16138.04395,85.839
16254.98633,85.917
16372.77734,86.036
16491.42188,86.201
16610.92383,86.378
16731.29492,86.505
16852.53516,86.507
16974.65625,86.317
17097.66211,85.894
17221.55859,85.225
17346.35352,84.324
17472.05273,83.228
17598.66211,81.993
17726.18945,80.694
17854.64063,79.439
17984.02148,78.363
18114.3418,77.612
18245.60547,77.273
18377.82031,77.314
18510.99414,77.599
18645.13281,77.959
18780.24219,78.246
18916.33203,78.355
19053.4082,78.227
19191.47656,77.86
19330.54688,77.306
19470.62305,76.668
19611.71484,76.069
19753.83008,75.606
19896.97461,75.319
